Origin Station,Origin District,Destination Station,Destination District,Route Travel Time (mins),Fare (HKD),Full Route
LOHAS Park,Sai Kung,Tai Wai,Sha Tin,38,13.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai
LOHAS Park,Sai Kung,Kowloon Tong,Sham Shui Po,32,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong
LOHAS Park,Sai Kung,Mong Kok East,Yau Tsim Mong,40,12.1,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Mong Kok East
LOHAS Park,Sai Kung,Hung Hom,Yau Tsim Mong,40,12.1,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom
LOHAS Park,Sai Kung,Exhibition Centre,Wan Chai,36,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre
LOHAS Park,Sai Kung,Admiralty,Central and Western,30,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty
LOHAS Park,Sai Kung,Lok Ma Chau,Yuen Long,74,50.1,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lok Ma Chau
LOHAS Park,Sai Kung,Chai Wan,Eastern,31,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen -> Chai Wan
LOHAS Park,Sai Kung,Heng Fa Chuen,Eastern,28,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen
LOHAS Park,Sai Kung,Shau Kei Wan,Eastern,26,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan
LOHAS Park,Sai Kung,Sai Wan Ho,Eastern,25,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> Tai Koo -> Sai Wan Ho
LOHAS Park,Sai Kung,Tai Koo,Eastern,23,13.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> Tai Koo
LOHAS Park,Sai Kung,Quarry Bay,Eastern,16,13.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay
LOHAS Park,Sai Kung,North Point,Eastern,18,13.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point
LOHAS Park,Sai Kung,Fortress Hill,Eastern,22,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill
LOHAS Park,Sai Kung,Tin Hau,Wan Chai,24,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau
LOHAS Park,Sai Kung,Causeway Bay,Wan Chai,26,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay
LOHAS Park,Sai Kung,Wan Chai,Wan Chai,28,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai
LOHAS Park,Sai Kung,Central,Central and Western,32,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central
LOHAS Park,Sai Kung,Sheung Wan,Central and Western,34,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan
LOHAS Park,Sai Kung,Sai Ying Pun,Central and Western,36,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun
LOHAS Park,Sai Kung,HKU,Central and Western,37,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
LOHAS Park,Sai Kung,Kennedy Town,Central and Western,39,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
LOHAS Park,Sai Kung,Tiu Keng Leng,Sai Kung,9,5.9,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng
LOHAS Park,Sai Kung,Yau Tong,Kwun Tong,12,5.9,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong
LOHAS Park,Sai Kung,Lam Tin,Kwun Tong,16,7.4,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin
LOHAS Park,Sai Kung,Kwun Tong,Kwun Tong,17,7.4,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong
LOHAS Park,Sai Kung,Ngau Tau Kok,Kwun Tong,19,9.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok
LOHAS Park,Sai Kung,Kowloon Bay,Kwun Tong,21,9.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay
LOHAS Park,Sai Kung,Choi Hung,Wong Tai Sin,24,9.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung
LOHAS Park,Sai Kung,Diamond Hill,Wong Tai Sin,26,9.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill
LOHAS Park,Sai Kung,Wong Tai Sin,Wong Tai Sin,28,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin
LOHAS Park,Sai Kung,Lok Fu,Wong Tai Sin,30,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu
LOHAS Park,Sai Kung,Shek Kip Mei,Sham Shui Po,34,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei
LOHAS Park,Sai Kung,Prince Edward,Yau Tsim Mong,36,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward
LOHAS Park,Sai Kung,Mong Kok,Yau Tsim Mong,38,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Mong Kok
LOHAS Park,Sai Kung,Yau Ma Tei,Yau Tsim Mong,40,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Mong Kok -> Yau Ma Tei
LOHAS Park,Sai Kung,Ho Man Tin,Kowloon City,39,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin
LOHAS Park,Sai Kung,Whampoa,Kowloon City,45,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Whampoa
LOHAS Park,Sai Kung,Wu Kai Sha,Sha Tin,55,17.5,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan -> Wu Kai Sha
LOHAS Park,Sai Kung,Ma On Shan,Sha Tin,53,17.5,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan
LOHAS Park,Sai Kung,Heng On,Sha Tin,51,17.5,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On
LOHAS Park,Sai Kung,Tai Shui Hang,Sha Tin,49,17.5,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang
LOHAS Park,Sai Kung,Shek Mun,Sha Tin,45,13.9,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun
LOHAS Park,Sai Kung,City One,Sha Tin,44,13.9,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One
LOHAS Park,Sai Kung,Sha Tin Wai,Sha Tin,41,13.9,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai
LOHAS Park,Sai Kung,Che Kung Temple,Sha Tin,40,13.9,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple
LOHAS Park,Sai Kung,Hin Keng,Sha Tin,35,13.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng
LOHAS Park,Sai Kung,Kai Tak,Kowloon City,33,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak
LOHAS Park,Sai Kung,Sung Wong Toi,Kowloon City,35,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi
LOHAS Park,Sai Kung,To Kwa Wan,Kowloon City,37,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan
LOHAS Park,Sai Kung,East Tsim Sha Tsui,Yau Tsim Mong,43,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui
LOHAS Park,Sai Kung,Austin,Yau Tsim Mong,46,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin
LOHAS Park,Sai Kung,Nam Cheong,Sham Shui Po,49,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong
LOHAS Park,Sai Kung,Mei Foo,Sham Shui Po,45,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo
LOHAS Park,Sai Kung,Tsuen Wan West,Tsuen Wan,57,13.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West
LOHAS Park,Sai Kung,Kam Sheung Road,Yuen Long,63,23.9,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road
LOHAS Park,Sai Kung,Yuen Long,Yuen Long,66,25.5,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long
LOHAS Park,Sai Kung,Long Ping,Yuen Long,68,25.5,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping
LOHAS Park,Sai Kung,Tin Shui Wai,Yuen Long,71,25.5,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai
LOHAS Park,Sai Kung,Siu Hong,Tuen Mun,75,25.5,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong
LOHAS Park,Sai Kung,Tuen Mun,Tuen Mun,78,25.5,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak -> Sung Wong Toi -> To Kwa Wan -> Ho Man Tin -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong -> Tuen Mun
LOHAS Park,Sai Kung,Tung Chung,Islands,68,24.3,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Sunny Bay -> Tung Chung
LOHAS Park,Sai Kung,Lai King,Kwai Tsing,48,13.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King
LOHAS Park,Sai Kung,Olympic,Yau Tsim Mong,47,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic
LOHAS Park,Sai Kung,Po Lam,Sai Kung,13,4.9,LOHAS Park -> Tseung Kwan O -> Hang Hau -> Po Lam
LOHAS Park,Sai Kung,Hang Hau,Sai Kung,11,4.9,LOHAS Park -> Tseung Kwan O -> Hang Hau
LOHAS Park,Sai Kung,Tseung Kwan O,Sai Kung,7,4.9,LOHAS Park -> Tseung Kwan O
LOHAS Park,Sai Kung,Tsuen Wan,Tsuen Wan,56,13.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau -> Tsuen Wan
LOHAS Park,Sai Kung,Tai Wo Hau,Tsuen Wan,54,13.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau
LOHAS Park,Sai Kung,Kwai Hing,Kwai Tsing,52,13.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing
LOHAS Park,Sai Kung,Kwai Fong,Kwai Tsing,50,13.2,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong
LOHAS Park,Sai Kung,Lai Chi Kok,Sham Shui Po,43,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok
LOHAS Park,Sai Kung,Cheung Sha Wan,Sham Shui Po,41,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan
LOHAS Park,Sai Kung,Sham Shui Po,Sham Shui Po,39,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po
LOHAS Park,Sai Kung,Jordan,Yau Tsim Mong,38,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan
LOHAS Park,Sai Kung,Tsim Sha Tsui,Yau Tsim Mong,36,11.0,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui
LOHAS Park,Sai Kung,Ocean Park,Southern,39,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park
LOHAS Park,Sai Kung,Wong Chuk Hang,Southern,41,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park -> Wong Chuk Hang
LOHAS Park,Sai Kung,Lei Tung,Southern,44,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung
LOHAS Park,Sai Kung,South Horizons,Southern,46,15.8,LOHAS Park -> Tseung Kwan O -> Tiu Keng Leng -> Yau Tong -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung -> South Horizons
Tsuen Wan,Tsuen Wan,AsiaWorld-Expo,Islands,39,65.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Tsing Yi -> Airport -> AsiaWorld-Expo
Tsuen Wan,Tsuen Wan,Airport,Islands,35,65.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Tsing Yi -> Airport
Tsuen Wan,Tsuen Wan,Tsing Yi,Kwai Tsing,16,4.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Tsing Yi
Tsuen Wan,Tsuen Wan,Kowloon,Yau Tsim Mong,19,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon
Tsuen Wan,Tsuen Wan,Hong Kong,Central and Western,22,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong
Tsuen Wan,Tsuen Wan,Sunny Bay,Tsuen Wan,24,13.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Tsing Yi -> Sunny Bay
